employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
21787,Technology,region_23,Master's & above,m,other,1,43,3,9,1,0,79,1
49234,Operations,region_19,Bachelor's,m,other,1,36,5,9,0,0,74,1
67421,Finance,region_28,Bachelor's,f,other,2,27,4,3,0,0,93,1
36979,Sales & Marketing,region_7,Bachelor's,m,other,1,55,1,11,0,0,50,0
5956,Sales & Marketing,region_17,Bachelor's,m,other,1,43,3,9,0,1,59,1
40697,Analytics,region_25,Master's & above,m,other,2,35,3,4,1,0,86,1
11179,Operations,region_7,Master's & above,m,other,2,41,4,12,0,0,57,0
63122,Procurement,region_19,Bachelor's,m,other,1,40,3,9,0,0,69,0
58938,Operations,region_2,Bachelor's,m,other,1,60,5,6,0,0,59,0
61308,Procurement,region_31,Bachelor's,f,other,2,35,3,5,1,0,69,0
4937,Analytics,region_22,Bachelor's,m,sourcing,2,28,4,2,1,0,89,1
49851,Sales & Marketing,region_8,Master's & above,m,sourcing,1,44,3,19,1,1,89,1
16834,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,33,3,3,1,0,52,1
32594,Sales & Marketing,region_10,Master's & above,m,other,1,43,1,13,0,0,49,0
56485,Operations,region_2,Bachelor's,m,sourcing,1,28,5,3,1,0,61,0
72414,Sales & Marketing,region_15,Bachelor's,m,other,2,28,5,2,0,0,52,0
69789,R&D,region_7,Bachelor's,m,other,1,35,5,8,1,0,88,1
29950,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,40,3,18,1,0,55,1
17075,Procurement,region_7,Bachelor's,m,sourcing,1,30,5,5,1,0,70,1
34475,Sales & Marketing,region_25,Master's & above,m,other,2,34,5,8,1,0,50,1
12208,Technology,region_23,Master's & above,f,other,4,35,3,10,1,0,83,1
3199,Operations,region_9,Bachelor's,m,sourcing,1,29,3,3,1,0,60,0
39420,Finance,region_19,Bachelor's,m,other,1,33,5,7,1,0,65,1
70130,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,32,1,7,0,0,50,0
77006,Sales & Marketing,region_22,Bachelor's,f,other,1,34,5,9,0,0,48,0
3922,Procurement,region_22,Bachelor's,m,sourcing,2,31,3,5,1,0,69,0
73604,Operations,region_22,Master's & above,f,sourcing,2,34,3,6,1,0,57,1
7523,Sales & Marketing,region_19,Bachelor's,m,other,1,43,3,5,1,0,49,0
50869,Analytics,region_26,Bachelor's,m,sourcing,1,28,3,2,0,0,87,0
45731,Sales & Marketing,region_24,Bachelor's,m,sourcing,2,30,3,6,0,0,53,0
17723,Operations,region_16,Master's & above,f,other,1,32,5,5,1,0,56,0
61272,Sales & Marketing,region_7,Master's & above,f,sourcing,1,34,5,10,1,0,56,1
20279,Operations,region_24,Bachelor's,f,other,2,33,4,4,1,0,60,1
21619,Procurement,region_2,Bachelor's,m,other,1,38,3,7,1,0,71,0
55609,Finance,region_28,Bachelor's,f,sourcing,1,30,5,7,1,0,60,1
75755,Technology,region_6,Bachelor's,f,other,1,30,3,7,0,0,78,0
27914,Procurement,region_15,Bachelor's,f,other,1,42,5,12,1,0,68,0
18119,Sales & Marketing,region_15,Bachelor's,m,other,1,42,3,12,0,0,50,0
52106,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,31,5,6,0,0,51,0
6900,Technology,region_22,Bachelor's,m,referred,1,31,3,4,1,0,83,0
34196,Operations,region_7,Bachelor's,m,sourcing,1,28,3,4,1,0,62,1
11168,Operations,region_22,Master's & above,m,other,1,36,4,9,0,0,62,0
30899,Operations,region_2,Bachelor's,f,other,1,56,5,17,0,0,88,1
75205,Analytics,region_14,Bachelor's,m,other,1,39,5,10,1,0,97,1
74018,HR,region_7,Master's & above,f,other,1,37,3,9,0,0,48,0
7833,Technology,region_23,Bachelor's,m,sourcing,1,32,5,6,1,1,76,0
16608,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,30,3,5,0,1,86,1
39994,Procurement,region_13,Bachelor's,f,sourcing,1,34,5,7,0,0,68,0
4395,Analytics,region_22,Bachelor's,m,sourcing,1,31,3,3,1,0,84,1
41744,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,34,2,8,1,0,53,1
8034,HR,region_15,Bachelor's,f,sourcing,1,28,5,6,1,0,48,0
38101,Operations,region_4,Bachelor's,m,sourcing,1,45,4,2,1,0,61,1
19814,Operations,region_14,Bachelor's,m,other,1,36,4,7,0,0,62,0
69334,Finance,region_28,Master's & above,m,other,1,33,3,3,1,1,60,1
72416,Procurement,region_2,Bachelor's,f,sourcing,1,31,2,5,1,0,71,1
74865,Sales & Marketing,region_25,Bachelor's,m,other,1,28,5,7,1,0,51,0
61780,Sales & Marketing,region_9,Bachelor's,m,sourcing,1,28,1,3,0,0,52,0
38220,Sales & Marketing,region_7,Master's & above,m,other,1,57,3,7,0,0,50,0
70291,Technology,region_26,Master's & above,m,other,1,38,3,8,1,0,80,1
1783,Finance,region_30,Bachelor's,m,other,1,26,5,2,1,1,90,1
7250,Sales & Marketing,region_10,Master's & above,m,sourcing,1,33,4,6,0,0,48,0
69860,Analytics,region_32,Bachelor's,m,sourcing,1,39,2,3,0,0,81,0
68817,Technology,region_22,Bachelor's,m,sourcing,1,29,4,2,0,0,96,1
14411,HR,region_2,Bachelor's,f,sourcing,1,32,5,5,1,0,49,1
3337,Sales & Marketing,region_22,Master's & above,m,other,1,40,3,7,1,0,48,0
43959,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,32,3,3,1,0,50,1
19658,Operations,region_23,Master's & above,m,other,1,40,5,6,1,0,58,1
815,Sales & Marketing,region_26,Bachelor's,m,sourcing,3,33,3,3,0,0,48,0
63806,Operations,region_22,Bachelor's,f,sourcing,1,48,5,3,1,0,63,1
49670,Technology,region_2,Master's & above,f,other,2,34,3,3,0,0,82,0
70724,Technology,region_33,Master's & above,m,other,1,57,4,26,0,0,80,0
2416,Finance,region_15,Bachelor's,m,other,1,36,3,6,0,0,62,0
20837,Analytics,region_23,Master's & above,m,sourcing,1,38,3,4,0,0,86,1
10778,Procurement,region_2,Bachelor's,m,sourcing,2,26,3,1,0,0,68,0
6196,Technology,region_20,Bachelor's,f,other,1,28,5,3,1,0,75,1
35681,Operations,region_32,Bachelor's,f,other,1,31,3,4,0,0,58,0
77895,Technology,region_15,Bachelor's,f,other,1,30,4,3,1,0,81,1
353,Sales & Marketing,region_19,Bachelor's,m,sourcing,4,34,3,2,0,0,48,0
59539,Analytics,region_3,Bachelor's,m,sourcing,1,28,5,4,1,0,88,1
17106,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,38,5,9,0,1,93,1
70173,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,34,4,3,0,0,52,0
10542,Technology,region_13,Master's & above,m,other,1,52,3,7,0,0,78,0
4634,Sales & Marketing,region_2,Bachelor's,m,other,1,26,4,3,1,0,48,1
9847,Procurement,region_2,Bachelor's,f,other,2,32,3,4,1,0,72,0
76653,Procurement,region_26,Below Secondary,m,sourcing,1,25,5,2,1,0,74,1
71985,Analytics,region_2,Bachelor's,m,other,2,60,5,34,1,0,87,1
9013,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,27,5,3,1,0,94,1
8421,Sales & Marketing,region_1,Bachelor's,m,other,1,27,4,2,1,0,56,1
63551,Technology,region_16,Bachelor's,m,sourcing,2,32,4,3,1,0,81,1
973,Technology,region_13,Bachelor's,m,sourcing,1,27,3,3,1,0,87,1
14510,HR,region_7,Bachelor's,m,sourcing,1,33,4,5,0,0,55,1
46830,Sales & Marketing,region_2,Master's & above,m,other,1,38,5,4,0,0,49,0
68302,Analytics,region_22,Master's & above,m,other,2,35,5,9,1,0,86,1
16458,Operations,region_4,Bachelor's,f,sourcing,1,39,5,9,1,0,61,1
76851,Analytics,region_22,Master's & above,m,sourcing,1,44,3,14,0,0,83,0
68306,Procurement,region_7,Master's & above,m,other,1,36,5,9,1,0,72,1
26550,Procurement,region_13,Bachelor's,m,other,2,48,3,16,0,0,68,0
64430,Finance,region_2,Bachelor's,m,sourcing,1,29,3,3,0,0,58,0
69193,Finance,region_22,Master's & above,f,sourcing,1,34,3,6,0,0,63,0
35318,HR,region_11,Master's & above,m,sourcing,1,44,4,13,1,0,52,1
25354,Sales & Marketing,region_2,Bachelor's,m,other,1,47,4,16,1,0,48,1
45818,Sales & Marketing,region_28,Master's & above,m,sourcing,1,31,5,6,1,0,46,1
33673,Procurement,region_22,Bachelor's,f,other,3,29,5,5,1,1,87,1
54631,Sales & Marketing,region_2,Master's & above,m,other,1,37,5,4,1,0,45,1
42047,Technology,region_15,Bachelor's,m,other,1,27,4,2,1,0,81,1
47463,Finance,region_30,Bachelor's,m,other,1,28,5,5,0,0,77,1
43234,Operations,region_5,Bachelor's,m,sourcing,1,27,3,5,1,0,55,1
37408,Operations,region_11,Bachelor's,m,other,2,30,5,3,0,1,98,1
8208,Technology,region_2,Bachelor's,f,other,2,39,3,8,1,0,83,1
62995,Technology,region_22,Bachelor's,f,other,1,29,5,4,1,1,78,1
19683,Technology,region_14,Bachelor's,f,sourcing,1,53,5,9,1,0,82,1
44051,Technology,region_15,Bachelor's,f,sourcing,1,32,5,6,0,1,94,1
39195,Procurement,region_15,Master's & above,f,other,1,34,3,7,0,0,68,0
74241,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,34,4,7,1,0,52,1
50690,Sales & Marketing,region_2,Bachelor's,m,other,1,54,4,16,0,0,62,1
46414,Technology,region_14,Master's & above,m,other,1,37,4,4,1,0,77,0
68114,Operations,region_22,Bachelor's,f,sourcing,1,37,5,11,1,0,62,1
35973,Procurement,region_17,Bachelor's,f,sourcing,1,36,3,8,1,0,76,1
18460,Technology,region_14,Master's & above,m,other,1,45,3,16,1,0,78,1
22212,Procurement,region_8,Master's & above,f,other,1,32,5,6,1,0,66,1
24151,Sales & Marketing,region_12,Bachelor's,f,sourcing,1,27,4,4,1,0,61,1
62739,Operations,region_13,Master's & above,m,other,1,44,5,5,0,0,92,1
32127,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,26,5,5,1,0,93,1
46347,Operations,region_3,Bachelor's,m,other,1,33,3,7,1,0,86,1
66900,Operations,region_22,Bachelor's,f,other,1,38,5,7,0,1,70,1
13067,Technology,region_16,Below Secondary,m,sourcing,2,24,4,3,1,0,81,1
78099,Procurement,region_33,Master's & above,m,other,1,37,3,3,0,0,71,0
70801,R&D,region_22,Bachelor's,m,other,3,36,5,8,1,0,81,0
1364,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,29,5,4,1,0,51,1
56847,Technology,region_11,Bachelor's,m,other,1,30,4,4,1,0,81,0
68186,Analytics,region_22,Master's & above,m,other,4,32,4,5,1,0,81,0
12592,Sales & Marketing,region_25,Master's & above,m,other,1,34,3,7,0,0,60,1
11683,Technology,region_22,Bachelor's,f,sourcing,2,31,4,2,1,1,84,1
16964,Finance,region_30,Bachelor's,f,sourcing,1,28,1,3,1,0,60,1
19780,Operations,region_7,Master's & above,m,other,1,44,5,16,1,0,63,1
43024,Operations,region_22,Bachelor's,m,other,1,42,3,3,1,0,61,0
47632,R&D,region_2,Bachelor's,m,sourcing,2,36,5,2,1,0,85,1
26702,Analytics,region_26,Bachelor's,m,other,1,42,3,7,1,0,81,1
34651,Sales & Marketing,region_23,Master's & above,m,sourcing,1,35,5,7,0,0,66,1
10720,Finance,region_4,Bachelor's,m,sourcing,1,31,3,6,1,0,61,1
61807,Procurement,region_2,Master's & above,m,other,1,49,4,17,0,0,69,0
1654,Procurement,region_23,Master's & above,m,sourcing,1,38,3,10,0,0,68,0
31146,Procurement,region_2,Master's & above,m,referred,1,41,3,7,0,0,77,0
67163,Procurement,region_22,Master's & above,f,sourcing,2,31,2,2,0,0,68,0
55126,Technology,region_11,Bachelor's,m,sourcing,1,31,3,2,0,0,80,0
49958,Finance,region_27,Bachelor's,m,sourcing,2,27,3,2,1,0,61,1
27154,HR,region_2,Bachelor's,m,other,1,60,4,20,0,0,48,0
62789,Procurement,region_2,Bachelor's,m,other,1,32,4,7,1,0,89,1
15707,Sales & Marketing,region_13,Bachelor's,f,other,1,36,5,9,1,0,50,0
1025,Operations,region_3,Master's & above,f,other,1,35,4,7,1,0,61,1
15316,Sales & Marketing,region_2,Master's & above,f,other,1,56,2,5,0,0,46,0
75484,Operations,region_5,Bachelor's,m,other,1,32,3,4,0,0,64,0
78071,Analytics,region_22,Bachelor's,m,other,1,30,5,7,1,0,91,1
34593,Sales & Marketing,region_14,Bachelor's,m,other,1,39,5,5,1,1,50,1
48362,Procurement,region_2,Bachelor's,f,sourcing,1,35,3,10,0,0,68,0
67175,Procurement,region_34,Master's & above,m,other,1,40,3,6,1,0,68,0
68250,HR,region_7,Bachelor's,f,sourcing,1,34,2,8,0,0,51,0
69280,Technology,region_13,Master's & above,m,other,2,38,3,4,1,0,83,1
56396,Procurement,region_22,Bachelor's,m,sourcing,1,30,4,4,1,0,67,1
40554,Sales & Marketing,region_13,Bachelor's,m,sourcing,2,31,1,4,0,0,47,0
42915,Procurement,region_7,Bachelor's,m,other,1,33,3,3,1,0,66,1
73187,Procurement,region_8,Bachelor's,m,other,1,28,4,5,0,0,68,0
38877,Sales & Marketing,region_23,Bachelor's,m,sourcing,2,25,2,3,0,0,51,0
65860,Sales & Marketing,region_30,Master's & above,m,other,1,35,5,7,0,0,54,0
4167,Analytics,region_22,Bachelor's,m,sourcing,1,26,4,2,0,0,84,0
27570,R&D,region_22,Bachelor's,m,sourcing,3,31,5,6,1,0,84,1
65561,Technology,region_26,Master's & above,m,sourcing,1,38,3,4,0,0,82,0
44112,Operations,region_2,Bachelor's,f,other,1,51,4,24,0,0,63,0
60116,Technology,region_22,Bachelor's,m,referred,1,29,5,6,0,0,77,0
25460,Analytics,region_1,Master's & above,m,other,1,34,4,3,1,0,82,0
32567,Operations,region_2,Master's & above,m,other,1,38,5,6,0,0,79,1
75450,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,28,3,3,1,0,50,1
29337,Technology,region_26,Bachelor's,f,other,1,33,5,9,1,0,82,1
29764,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,53,4,14,0,0,48,0
72015,Finance,region_7,Bachelor's,m,other,3,32,1,6,0,0,65,0
5650,Operations,region_8,Bachelor's,m,sourcing,1,32,4,8,0,0,65,0
77120,Technology,region_5,Bachelor's,m,other,1,32,1,2,0,0,79,0
7809,Operations,region_4,Bachelor's,f,other,1,41,2,2,1,0,61,0
47374,Technology,region_2,Bachelor's,m,referred,1,48,5,6,1,0,84,1
72843,Finance,region_2,Master's & above,m,sourcing,2,32,5,4,1,0,54,0
22333,Technology,region_2,Bachelor's,f,sourcing,2,32,3,5,1,0,82,0
27435,Analytics,region_2,Bachelor's,m,sourcing,1,28,5,4,0,1,82,1
49885,Operations,region_14,Bachelor's,m,other,1,43,3,14,0,0,61,0
19149,Technology,region_2,Bachelor's,f,other,1,26,5,3,1,0,79,1
36490,Technology,region_20,Bachelor's,m,other,2,33,3,3,1,0,78,0
30385,Sales & Marketing,region_10,Master's & above,m,other,1,38,4,9,0,0,49,0
70283,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,26,5,2,1,1,84,1
43645,Sales & Marketing,region_13,Bachelor's,m,other,1,39,5,8,1,1,96,1
63903,Sales & Marketing,region_2,Master's & above,m,other,1,54,3,12,1,0,53,1
70536,Sales & Marketing,region_2,Bachelor's,m,other,1,42,3,7,0,0,48,0
18791,Procurement,region_23,Bachelor's,m,other,1,33,5,4,1,0,68,1
30900,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,35,4,10,1,0,50,1
1383,Procurement,region_7,Master's & above,m,sourcing,2,35,1,8,0,0,69,0
13137,Operations,region_22,Bachelor's,m,sourcing,2,35,3,3,1,0,54,1
4044,Technology,region_5,Bachelor's,f,sourcing,1,37,3,8,0,0,83,0
59328,Sales & Marketing,region_13,Bachelor's,f,sourcing,1,31,4,6,0,0,66,1
20908,Operations,region_24,Bachelor's,f,other,1,30,3,2,1,0,60,1
77338,Procurement,region_8,Bachelor's,m,sourcing,1,30,5,7,0,0,70,0
30021,Operations,region_7,Master's & above,m,sourcing,1,34,5,4,0,0,61,0
9337,Sales & Marketing,region_22,Bachelor's,m,other,1,29,5,2,1,0,47,1
6687,Procurement,region_22,Master's & above,m,sourcing,2,31,5,5,1,0,70,1
36574,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,37,3,9,1,0,51,0
16715,Operations,region_24,Bachelor's,m,other,2,32,5,5,0,0,55,0
35709,Procurement,region_27,Master's & above,m,sourcing,1,40,5,8,1,0,74,0
85,Operations,region_22,Master's & above,f,sourcing,1,40,5,5,0,0,59,0
49250,Procurement,region_14,Bachelor's,m,other,1,30,4,10,1,0,66,0
70745,Analytics,region_26,Master's & above,m,other,1,38,3,9,1,0,89,0
4540,Sales & Marketing,region_2,Master's & above,f,sourcing,1,49,4,4,0,0,44,0
9944,HR,region_7,Master's & above,m,sourcing,1,41,3,6,1,0,51,0
58178,Analytics,region_28,Bachelor's,m,sourcing,1,29,1,6,0,0,84,0
37358,HR,region_20,Master's & above,f,sourcing,1,35,4,3,1,0,48,0
50691,Technology,region_27,Bachelor's,f,other,1,38,1,11,0,0,82,0
24653,Operations,region_4,Master's & above,m,sourcing,1,43,1,15,0,0,76,1
17759,Operations,region_10,Master's & above,f,other,1,33,5,8,1,0,60,1
26560,Technology,region_2,Master's & above,m,sourcing,1,49,3,8,0,0,81,0
61617,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,32,3,6,0,0,60,1
37641,Operations,region_14,Master's & above,m,sourcing,1,44,5,12,0,0,56,0
29365,Finance,region_2,Bachelor's,m,sourcing,1,27,3,3,1,0,59,1
26096,Sales & Marketing,region_16,Bachelor's,m,sourcing,2,34,1,8,0,0,52,0
77720,Operations,region_24,Master's & above,f,other,2,33,3,9,0,0,60,0
22736,Sales & Marketing,region_4,Master's & above,m,sourcing,1,41,5,13,0,0,62,1
3062,Analytics,region_22,Bachelor's,m,other,1,26,1,2,0,0,84,0
25735,Operations,region_2,Bachelor's,f,sourcing,1,34,3,7,0,0,72,1
30390,Sales & Marketing,region_26,Bachelor's,m,other,2,24,3,2,0,0,49,0
64730,Sales & Marketing,region_29,Bachelor's,m,other,1,33,1,4,0,0,50,0
14109,Operations,region_7,Bachelor's,m,sourcing,1,30,3,8,1,0,60,1
73618,HR,region_2,Master's & above,m,sourcing,2,43,5,13,1,0,51,0
22139,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,29,3,2,1,0,55,1
41234,Operations,region_2,Bachelor's,m,sourcing,1,33,3,7,0,0,62,0
17005,HR,region_2,Master's & above,m,sourcing,1,31,4,6,0,0,46,0
57042,Sales & Marketing,region_19,Bachelor's,m,other,1,43,5,14,1,0,54,0
72034,Sales & Marketing,region_22,Bachelor's,m,other,1,45,5,7,0,0,53,0
75883,Operations,region_16,Bachelor's,m,sourcing,1,37,4,9,1,0,58,0
67473,Operations,region_7,Bachelor's,f,other,1,33,4,6,1,0,65,0
75631,Sales & Marketing,region_11,Master's & above,m,sourcing,2,39,5,10,0,0,63,1
53395,Operations,region_7,Master's & above,m,sourcing,2,50,3,7,1,0,61,1
10338,Operations,region_19,Bachelor's,m,sourcing,1,35,4,8,1,0,63,1
8289,Sales & Marketing,region_1,Bachelor's,m,other,2,30,5,3,1,0,51,0
48251,Technology,region_15,Bachelor's,m,sourcing,1,32,3,5,0,0,76,0
16737,Finance,region_11,Bachelor's,m,sourcing,1,31,5,2,0,0,72,1
31116,Legal,region_31,Bachelor's,m,other,1,34,1,5,0,0,59,0
46364,Sales & Marketing,region_30,Master's & above,m,other,1,40,5,6,0,0,51,0
39858,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,33,5,6,1,0,48,1
30042,Operations,region_15,Bachelor's,m,sourcing,1,36,5,9,1,0,61,1
25125,Legal,region_2,Bachelor's,m,other,1,45,4,6,0,0,59,0
6132,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,37,5,10,0,0,61,1
13736,Sales & Marketing,region_15,Bachelor's,f,other,1,31,4,6,1,0,49,1
69633,Procurement,region_2,Bachelor's,f,sourcing,2,38,4,3,1,1,70,0
8619,R&D,region_8,Bachelor's,m,sourcing,1,28,5,4,1,0,84,1
53963,Operations,region_15,Master's & above,m,referred,2,34,5,7,0,0,61,0
53564,R&D,region_28,Master's & above,m,other,1,31,4,2,1,0,89,1
4611,Analytics,region_2,Bachelor's,m,other,1,37,5,10,1,0,98,1
67728,Operations,region_8,Master's & above,f,other,1,37,5,9,1,0,59,1
51645,Analytics,region_2,Master's & above,m,other,1,58,5,29,1,0,86,1
14861,Sales & Marketing,region_27,Bachelor's,m,other,1,33,5,6,1,0,97,1
37372,Sales & Marketing,region_2,Master's & above,m,other,1,43,4,13,0,0,62,1
44039,Procurement,region_27,Bachelor's,m,other,1,30,3,6,0,0,85,1
41599,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,45,3,15,1,0,56,1
48646,Operations,region_31,Master's & above,m,other,1,50,1,6,0,0,59,0
77759,Finance,region_31,Bachelor's,m,other,1,36,3,9,1,0,61,0
23614,Operations,region_29,Master's & above,m,sourcing,1,30,3,4,1,0,54,1
37466,Procurement,region_22,Master's & above,m,other,1,37,5,2,1,0,68,1
16003,Operations,region_22,Bachelor's,f,sourcing,1,37,5,8,1,0,61,0
22644,Operations,region_32,Master's & above,m,sourcing,1,34,4,8,1,0,60,0
16013,Technology,region_10,Bachelor's,f,other,1,29,4,4,1,0,82,1
31848,Operations,region_20,Master's & above,m,sourcing,1,34,5,6,1,0,61,0
22605,Operations,region_22,Bachelor's,m,other,1,31,3,6,1,0,58,1
71163,Procurement,region_20,Master's & above,m,other,1,38,2,10,0,0,70,0
55612,Sales & Marketing,region_13,Bachelor's,m,other,1,47,3,3,1,0,49,0
20670,Technology,region_13,Master's & above,m,other,1,38,1,4,0,0,81,0
2492,Sales & Marketing,region_2,Master's & above,m,sourcing,1,54,5,4,1,0,51,1
4505,Sales & Marketing,region_2,Bachelor's,f,other,1,55,1,6,0,0,47,0
20619,Operations,region_2,Master's & above,m,sourcing,3,35,5,8,1,0,61,1
25946,Technology,region_16,Bachelor's,m,sourcing,2,39,3,10,0,0,81,0
39378,Sales & Marketing,region_6,Bachelor's,m,other,1,24,3,2,0,0,48,0
72596,Procurement,region_22,Master's & above,m,other,1,54,3,15,0,1,82,1
73379,Sales & Marketing,region_20,Master's & above,m,other,1,38,1,3,1,0,44,0
58061,Operations,region_8,Bachelor's,m,sourcing,1,32,3,7,1,0,56,1
36247,Procurement,region_17,Bachelor's,f,sourcing,1,37,4,9,0,0,66,0
75200,Finance,region_4,Master's & above,f,other,1,33,3,4,0,0,64,0
2862,Procurement,region_22,Bachelor's,f,sourcing,1,26,3,2,1,0,64,1
33330,Technology,region_2,Master's & above,f,other,1,58,5,19,1,0,77,1
54339,Sales & Marketing,region_17,Bachelor's,m,other,1,29,3,2,1,0,46,0
60459,HR,region_2,Bachelor's,m,other,2,33,1,3,0,0,48,0
72115,Operations,region_2,Bachelor's,f,sourcing,1,31,1,7,1,1,60,1
58160,Sales & Marketing,region_26,Bachelor's,m,other,2,30,4,5,1,0,46,0
37537,Technology,region_2,Bachelor's,f,sourcing,1,36,3,9,1,0,81,1
62448,Technology,region_11,Bachelor's,f,other,1,30,5,3,1,0,84,1
29565,Technology,region_2,Bachelor's,m,other,2,27,1,4,1,0,80,0
60321,HR,region_11,Bachelor's,m,sourcing,1,26,3,2,0,0,49,0
55577,Operations,region_22,Bachelor's,m,other,3,31,5,2,1,0,63,1
27189,Procurement,region_13,Master's & above,f,sourcing,1,41,5,13,1,0,70,1
31488,Analytics,region_2,Bachelor's,f,sourcing,2,31,5,5,0,0,86,0
32019,Sales & Marketing,region_2,Master's & above,m,other,1,54,3,12,0,0,48,0
69884,Analytics,region_22,Bachelor's,m,sourcing,1,28,4,2,1,0,81,1
44073,Sales & Marketing,region_2,Bachelor's,m,other,1,34,4,4,1,1,64,1
36954,Sales & Marketing,region_2,Bachelor's,m,other,1,37,5,3,0,0,53,0
33181,Procurement,region_13,Master's & above,f,sourcing,1,45,3,6,0,0,75,1
16488,R&D,region_26,Master's & above,m,other,1,33,5,2,0,0,82,0
35481,Procurement,region_22,Bachelor's,f,sourcing,1,26,5,3,0,0,99,1
75250,Procurement,region_13,Master's & above,f,sourcing,1,33,3,7,1,0,69,1
30814,Operations,region_2,Bachelor's,m,sourcing,2,48,5,19,1,0,57,0
48862,Procurement,region_17,Bachelor's,f,other,1,40,4,6,0,0,66,0
26533,Technology,region_7,Master's & above,m,other,1,34,3,10,1,0,81,1
23524,Technology,region_11,Master's & above,f,sourcing,1,33,4,10,1,0,74,0
35711,Sales & Marketing,region_2,Bachelor's,m,other,2,52,3,12,0,0,41,0
14765,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,28,5,4,0,0,64,1
69648,Technology,region_7,Bachelor's,m,other,1,29,5,4,1,0,80,1
42248,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,43,5,7,0,0,47,0
25878,Operations,region_8,Master's & above,f,sourcing,1,36,5,10,1,0,59,1
34934,Operations,region_7,Master's & above,f,other,1,43,2,10,0,0,60,0
54144,Sales & Marketing,region_15,Master's & above,m,sourcing,1,31,5,2,0,0,51,0
17732,Operations,region_3,Bachelor's,f,sourcing,1,37,3,2,1,0,56,0
37017,Analytics,region_7,Bachelor's,m,sourcing,1,55,3,18,0,0,87,0
70298,HR,region_31,Bachelor's,m,other,1,27,1,6,0,0,47,0
56544,Finance,region_4,Bachelor's,m,sourcing,1,31,5,5,1,0,64,1
58275,Sales & Marketing,region_2,Master's & above,m,other,1,38,4,7,1,0,70,1
46417,Technology,region_22,Bachelor's,m,sourcing,2,34,4,8,1,0,81,1
14548,Sales & Marketing,region_25,Master's & above,f,other,1,39,5,9,0,0,48,0
54432,Sales & Marketing,region_2,Bachelor's,f,other,1,32,4,7,1,0,60,1
4255,Operations,region_15,Bachelor's,f,other,1,30,5,6,0,0,76,1
28847,Operations,region_22,Bachelor's,f,sourcing,3,36,2,4,0,0,78,1
62103,Operations,region_2,Bachelor's,f,other,1,43,5,14,1,0,61,1
4770,Technology,region_31,Bachelor's,f,other,1,36,1,4,0,0,77,0
69451,Legal,region_2,Bachelor's,m,other,1,39,2,6,0,0,62,0
50053,Technology,region_14,Bachelor's,m,other,2,29,5,5,1,0,81,1
57954,Technology,region_26,Master's & above,m,other,1,36,2,3,0,0,78,0
60571,Sales & Marketing,region_13,Bachelor's,m,other,1,34,5,4,1,0,51,0
40525,Procurement,region_7,Bachelor's,m,other,1,31,5,6,1,0,68,1
61315,Sales & Marketing,region_3,Master's & above,m,other,1,35,3,8,0,0,52,0
55344,Operations,region_22,Bachelor's,f,other,1,30,5,4,0,0,62,0
42470,Analytics,region_7,Master's & above,f,sourcing,1,35,5,10,1,0,81,0
75671,Procurement,region_30,Bachelor's,m,sourcing,1,27,3,3,0,1,93,1
32357,Technology,region_26,Bachelor's,m,other,1,49,5,12,1,0,81,1
25948,Technology,region_31,Master's & above,m,other,1,34,5,4,1,0,77,1
14015,Technology,region_2,Bachelor's,m,other,1,29,4,5,1,0,82,0
15565,Operations,region_11,Bachelor's,f,other,1,39,5,4,1,1,58,1
50776,Procurement,region_16,Bachelor's,m,other,2,27,3,3,1,0,66,0
40870,Analytics,region_28,Master's & above,m,other,1,33,3,7,1,0,89,1
34747,Analytics,region_25,Bachelor's,m,sourcing,1,31,3,7,1,0,83,0
17878,Procurement,region_26,Bachelor's,m,sourcing,1,33,5,6,0,0,82,1
4339,Legal,region_2,Bachelor's,m,other,1,28,5,2,1,0,56,1
